order_id,customer_id,delivery_pincode,order_timestamp,order_value,discount_pct,item_category,order_hour,distance_km,is_returned
ORD504633,CUST100101,560006,2025-01-02 07:46:14,406.94,21.4,Home,8,4.4,0
ORD505657,CUST100541,560072,2025-01-02 07:53:11,505.49,36.3,Beauty,10,26.2,1
ORD501825,CUST101884,560049,2025-01-02 08:05:28,502.54,22.2,Fashion,22,1.7,0
ORD505433,CUST100151,560111,2025-01-02 08:27:36,935.66,2.1,Fashion,0,18.7,1
ORD500201,CUST101833,560006,2025-01-02 08:30:23,1750.25,26.3,Beauty,3,10.8,0
ORD506087,CUST101106,560053,2025-01-02 08:34:13,1058.68,11.7,Home,15,6.4,0
ORD507132,CUST101819,560074,2025-01-02 08:41:57,768.08,5.6,Fashion,9,29.6,0
ORD500496,CUST101467,560003,2025-01-02 09:08:20,999.25,1.6,Home,3,8.9,0
ORD504012,CUST100380,560108,2025-01-02 09:29:38,661.03,17.1,Fashion,22,13.3,0
ORD504377,CUST101061,560052,2025-01-02 09:37:06,621.96,12.9,Fashion,6,26.7,0
ORD500087,CUST101265,560114,2025-01-02 09:44:35,740.21,20.8,Fashion,21,3.7,0
ORD506256,CUST100532,560034,2025-01-02 10:12:50,530.56,28.5,Fashion,1,1.8,0
ORD500772,CUST100534,560092,2025-01-02 10:31:05,389.97,9.9,Beauty,14,5.3,1
ORD501529,CUST100343,560069,2025-01-02 10:56:46,308.21,12.9,Fashion,22,14.9,0
ORD501367,CUST101258,560097,2025-01-02 11:17:18,2151.29,9.3,Beauty,23,15.5,0
ORD500872,CUST100152,560111,2025-01-02 11:48:09,270.24,18.1,Fashion,22,22.9,0
ORD503999,CUST101007,560053,2025-01-02 12:00:29,537.8,1.9,Grocery,0,20.3,0
ORD507461,CUST100207,560015,2025-01-02 13:52:10,846.55,39.4,Fashion,5,1.6,0
ORD502661,CUST100414,560053,2025-01-02 15:10:52,589.57,29.9,Fashion,17,8.5,1
ORD500517,CUST100089,560056,2025-01-02 15:46:38,657.82,26.2,Home,16,15.3,0
ORD501856,CUST101239,560058,2025-01-02 18:25:46,595.83,24.0,Grocery,15,11.4,0
ORD506145,CUST100551,560095,2025-01-02 19:03:28,349.03,21.3,Other,20,13.4,0
ORD507495,CUST101480,560027,2025-01-02 19:32:32,569.98,6.1,Fashion,0,23.6,0
ORD500511,CUST101058,560097,2025-01-02 19:57:00,854.44,22.6,Fashion,18,1.0,0
ORD506678,CUST100231,560079,2025-01-02 20:52:33,800.18,44.8,Beauty,19,13.3,1
ORD501291,CUST101019,560088,2025-01-02 21:29:01,1382.8,49.9,Other,12,12.4,1
ORD507748,CUST101731,560092,2025-01-02 22:02:51,1477.91,3.9,Other,12,4.8,0
ORD503319,CUST100742,560116,2025-01-02 22:11:35,1263.29,17.1,Beauty,1,1.0,0
ORD502921,CUST100243,560064,2025-01-02 23:02:58,1180.03,15.7,Home,16,11.7,0
ORD504631,CUST100569,560073,2025-01-02 23:13:44,623.96,33.2,Electronics,20,14.8,1
ORD501544,CUST101916,560010,2025-01-02 23:30:14,615.28,39.1,Fashion,14,18.6,0
ORD504365,CUST100046,560071,2025-01-02 23:50:49,460.21,20.2,Electronics,5,13.2,1
ORD500001,CUST100747,560038,2025-01-02 23:52:42,1112.67,26.9,Fashion,10,1.0,0
ORD505151,CUST100204,560004,2025-01-03 00:25:56,294.41,18.9,Grocery,16,1.6,0
ORD502412,CUST101463,560014,2025-01-03 00:35:18,1163.14,14.5,Beauty,21,2.1,1
ORD504381,CUST100837,560055,2025-01-03 01:19:38,343.86,22.2,Grocery,10,13.2,0
ORD505499,CUST100988,560069,2025-01-03 02:46:08,1146.06,7.8,Other,7,18.5,0
ORD500547,CUST100550,560080,2025-01-03 02:47:07,1342.19,24.6,Beauty,3,32.4,1
ORD501777,CUST101477,560084,2025-01-03 03:58:02,158.41,10.9,Fashion,17,11.0,0
ORD507595,CUST101959,560052,2025-01-03 04:24:47,395.52,14.0,Grocery,21,8.7,0
ORD503724,CUST101273,560021,2025-01-03 05:49:02,479.42,9.4,Fashion,3,15.4,0
ORD500071,CUST101875,560065,2025-01-03 06:44:39,659.72,25.0,Fashion,3,16.4,0
ORD506781,CUST101637,560073,2025-01-03 07:35:13,705.91,7.3,Fashion,20,11.7,1
ORD501065,CUST101467,560005,2025-01-03 07:54:12,465.72,3.3,Fashion,1,2.1,0
ORD506515,CUST100403,560045,2025-01-03 09:31:25,590.72,43.3,Home,19,11.1,0
ORD507731,CUST100835,560075,2025-01-03 09:58:44,532.44,26.1,Beauty,13,13.3,0
ORD504155,CUST101669,560119,2025-01-03 10:15:26,358.62,16.8,Fashion,1,25.9,1
ORD506982,CUST101390,560042,2025-01-03 10:53:14,874.2,9.6,Grocery,3,21.4,1
ORD501231,CUST100663,560023,2025-01-03 11:20:07,632.23,16.6,Home,7,12.9,0
ORD501082,CUST101561,560017,2025-01-03 11:22:16,1605.25,3.9,Home,2,10.3,0
ORD500188,CUST101117,560067,2025-01-03 11:37:11,1031.74,22.5,Fashion,16,15.3,1
ORD502042,CUST100203,560042,2025-01-03 12:35:48,275.64,32.7,Home,7,16.8,0
ORD504096,CUST101777,560085,2025-01-03 12:51:13,718.6,39.4,Fashion,14,22.0,0
ORD502149,CUST100465,560075,2025-01-03 13:00:03,247.68,5.5,Other,8,2.2,0
ORD505837,CUST100632,560014,2025-01-03 13:56:56,625.51,8.6,Grocery,6,1.0,0
ORD506003,CUST101261,560113,2025-01-03 14:22:12,642.67,34.8,Home,0,1.0,0
ORD504902,CUST100059,560066,2025-01-03 14:51:51,1061.15,9.5,Fashion,8,2.4,1
ORD507150,CUST101684,560079,2025-01-03 15:42:03,664.83,13.7,Grocery,2,21.6,0
ORD500062,CUST100206,560002,2025-01-03 15:51:31,1574.21,52.2,Grocery,3,22.1,0
ORD502233,CUST100774,560022,2025-01-03 16:10:17,183.33,13.0,Home,0,4.1,0
ORD504955,CUST101563,560087,2025-01-03 16:20:40,486.46,34.7,Fashion,12,13.1,0
ORD506972,CUST101904,560019,2025-01-03 17:29:32,1009.88,46.6,Electronics,6,1.0,1
ORD506514,CUST101990,560067,2025-01-03 17:40:05,597.73,13.9,Home,10,18.9,1
ORD503490,CUST101541,560105,2025-01-03 17:40:41,337.84,29.6,Electronics,7,26.0,0
ORD500212,CUST100759,560008,2025-01-03 19:19:01,1428.22,16.4,Fashion,21,4.0,0
ORD502075,CUST100524,560019,2025-01-03 20:36:01,1403.93,10.1,Electronics,4,7.3,0
ORD502744,CUST100523,560106,2025-01-03 22:29:48,918.54,13.3,Grocery,4,9.2,1
ORD505625,CUST100918,560013,2025-01-03 22:30:03,352.62,23.7,Beauty,3,18.9,0
ORD503970,CUST101061,560040,2025-01-03 23:08:02,447.55,18.1,Fashion,2,10.9,0
ORD501213,CUST100891,560077,2025-01-03 23:36:50,1047.94,25.8,Beauty,17,6.6,0
ORD501685,CUST100014,560025,2025-01-03 23:49:20,428.57,30.8,Fashion,17,7.5,0
ORD500461,CUST100194,560063,2025-01-04 00:00:24,908.53,5.3,Fashion,13,20.3,0
ORD502852,CUST100068,560050,2025-01-04 00:41:36,811.57,5.4,Other,19,16.5,0
ORD501632,CUST101786,560021,2025-01-04 00:58:37,178.39,11.8,Other,2,5.1,0
ORD504687,CUST100773,560086,2025-01-04 01:16:09,1111.47,31.9,Fashion,13,1.2,0
ORD506060,CUST100872,560053,2025-01-04 02:43:37,200.65,28.0,Beauty,21,21.0,1
ORD506813,CUST100271,560109,2025-01-04 02:48:30,343.49,17.3,Home,7,9.5,0
ORD501887,CUST101161,560106,2025-01-04 03:03:26,342.14,2.2,Beauty,22,1.0,0
ORD505405,CUST101993,560004,2025-01-04 03:22:20,674.79,9.3,Beauty,5,11.2,0
ORD502787,CUST100204,560081,2025-01-04 03:28:55,803.16,21.7,Fashion,2,12.6,0
ORD503514,CUST101405,560016,2025-01-04 04:09:49,664.52,14.4,Electronics,17,12.6,0
ORD505322,CUST101013,560078,2025-01-04 05:30:32,778.34,15.7,Home,18,23.1,0
ORD506496,CUST101034,560108,2025-01-04 05:30:54,418.32,10.6,Home,8,15.3,0
ORD503002,CUST101087,560005,2025-01-04 06:23:20,1147.69,18.6,Other,19,10.2,0
ORD507886,CUST100774,560102,2025-01-04 06:36:55,610.93,16.5,Beauty,8,5.8,0
ORD502747,CUST101730,560044,2025-01-04 09:23:17,628.73,12.4,Grocery,23,8.4,0
ORD502645,CUST100045,560098,2025-01-04 10:57:11,842.09,10.9,Electronics,9,13.3,0
ORD503264,CUST101330,560080,2025-01-04 12:24:20,1793.5,21.8,Fashion,12,7.6,1
ORD503434,CUST101207,560011,2025-01-04 13:04:06,314.37,21.3,Beauty,0,9.0,1
ORD504362,CUST101239,560073,2025-01-04 13:17:26,513.0,14.3,Electronics,1,31.3,0
ORD501655,CUST100103,560070,2025-01-04 15:10:32,1102.48,12.1,Fashion,1,5.5,0
ORD506235,CUST100177,560099,2025-01-04 15:35:42,675.62,25.3,Other,15,18.1,0
ORD502896,CUST101488,560110,2025-01-04 16:04:54,315.96,44.0,Electronics,8,15.8,0
ORD507039,CUST100572,560031,2025-01-04 16:20:41,731.42,19.1,Beauty,21,24.9,1
ORD501329,CUST101932,560092,2025-01-04 16:35:18,479.14,9.1,Fashion,7,11.7,0
ORD500837,CUST100131,560080,2025-01-04 17:34:31,652.07,32.5,Grocery,18,1.0,0
ORD502934,CUST100410,560115,2025-01-04 20:40:01,294.46,5.8,Fashion,11,4.0,1
ORD504386,CUST100980,560050,2025-01-04 21:18:39,437.53,29.6,Grocery,8,19.7,1
ORD504511,CUST100240,560097,2025-01-04 22:22:39,260.25,14.5,Fashion,7,3.5,0
ORD506810,CUST101084,560004,2025-01-04 23:05:01,488.93,1.6,Fashion,14,14.9,0
ORD505626,CUST100617,560118,2025-01-05 00:30:02,522.4,43.9,Home,15,9.3,0
ORD505068,CUST101633,560106,2025-01-05 01:32:52,323.2,10.2,Fashion,16,11.6,0
ORD504907,CUST100296,560082,2025-01-05 01:36:42,2481.57,34.2,Fashion,12,15.0,0
ORD506583,CUST101417,560064,2025-01-05 03:09:19,448.11,9.3,Fashion,4,1.7,0
ORD500798,CUST100989,560051,2025-01-05 03:37:41,497.67,4.7,Other,20,28.1,0
ORD502409,CUST100306,560014,2025-01-05 04:11:47,559.6,9.9,Electronics,10,13.3,0
ORD501597,CUST100975,560093,2025-01-05 05:05:24,549.13,31.4,Grocery,12,13.7,0
ORD503327,CUST101183,560072,2025-01-05 06:15:41,244.09,32.2,Home,13,8.2,1
ORD506987,CUST101372,560048,2025-01-05 06:21:50,1108.82,7.7,Fashion,12,6.0,0
ORD501379,CUST101429,560076,2025-01-05 06:30:33,666.01,21.2,Home,5,13.3,0
ORD501976,CUST100307,560095,2025-01-05 07:53:25,344.98,10.9,Electronics,0,10.8,0
ORD503652,CUST101335,560063,2025-01-05 07:56:16,917.25,27.7,Other,5,22.0,0
ORD507222,CUST101011,560043,2025-01-05 08:10:40,325.81,6.8,Electronics,5,4.4,0
ORD504258,CUST101154,560080,2025-01-05 09:00:10,434.56,19.2,Electronics,12,8.6,0
ORD504879,CUST100404,560097,2025-01-05 10:36:30,2278.79,6.2,Home,2,5.9,0
ORD504776,CUST100324,560043,2025-01-05 11:57:26,742.75,48.5,Fashion,18,4.6,0
ORD507686,CUST101298,560048,2025-01-05 12:12:33,626.75,45.2,Electronics,19,15.3,1
ORD504494,CUST100515,560029,2025-01-05 12:22:34,625.58,23.4,Beauty,3,11.5,0
ORD501029,CUST101495,560068,2025-01-05 12:50:30,359.86,17.5,Home,23,13.7,0
ORD502985,CUST101479,560013,2025-01-05 12:53:09,299.34,46.5,Grocery,9,18.8,0
ORD502639,CUST101467,560117,2025-01-05 13:31:58,410.31,6.5,Grocery,12,3.5,0
ORD500737,CUST100045,560079,2025-01-05 14:02:11,1671.79,7.4,Other,19,20.9,0
ORD501559,CUST100064,560018,2025-01-05 14:20:28,314.65,22.7,Electronics,12,10.6,0
ORD501528,CUST101013,560079,2025-01-05 14:49:02,310.11,9.9,Electronics,1,26.2,0
ORD500483,CUST101265,560084,2025-01-05 14:50:39,359.27,0.6,Electronics,21,16.2,0
ORD502127,CUST101754,560072,2025-01-05 15:01:58,1205.53,8.8,Other,10,11.4,0
ORD501074,CUST101869,560070,2025-01-05 15:10:58,558.85,11.9,Fashion,7,3.9,0
ORD506595,CUST101659,560058,2025-01-05 15:37:36,217.06,37.0,Fashion,7,3.0,0
ORD505866,CUST101228,560004,2025-01-05 15:41:35,561.32,4.1,Beauty,6,17.4,0
ORD500946,CUST101666,560010,2025-01-05 16:04:56,1202.59,31.8,Grocery,6,21.3,0
ORD507733,CUST101511,560030,2025-01-05 16:16:20,446.89,33.3,Beauty,7,6.8,1
ORD504049,CUST101765,560030,2025-01-05 17:22:19,455.51,25.0,Electronics,20,17.9,0
ORD505493,CUST101696,560071,2025-01-05 18:22:17,1785.32,28.2,Home,2,5.9,0
ORD507472,CUST100318,560116,2025-01-05 18:51:38,341.29,13.3,Fashion,9,1.0,0
ORD502576,CUST100355,560037,2025-01-05 19:01:56,586.94,8.0,Electronics,13,8.7,0
ORD505012,CUST100094,560101,2025-01-05 19:29:26,721.36,29.5,Electronics,21,22.5,1
ORD503426,CUST100206,560079,2025-01-05 20:00:12,432.17,8.2,Beauty,23,3.0,0
ORD501410,CUST100395,560110,2025-01-05 20:10:10,885.38,21.0,Fashion,7,4.8,0
ORD506192,CUST101780,560095,2025-01-05 20:10:26,812.4,35.9,Electronics,19,10.9,0
ORD500950,CUST101182,560041,2025-01-05 20:19:28,326.67,18.1,Home,1,14.9,0
ORD501811,CUST100766,560018,2025-01-05 20:24:00,703.63,28.7,Fashion,8,12.3,0
ORD501802,CUST100633,560093,2025-01-05 20:43:39,445.15,11.0,Fashion,2,5.9,0
ORD507261,CUST100610,560071,2025-01-05 21:27:25,951.13,12.9,Grocery,5,23.9,0
ORD505108,CUST100604,560028,2025-01-05 21:28:03,335.74,19.3,Electronics,4,5.2,0
ORD507756,CUST100651,560005,2025-01-05 22:27:06,1096.58,12.8,Grocery,19,3.0,0
ORD507808,CUST100255,560032,2025-01-05 23:30:35,458.09,10.1,Beauty,19,10.4,0
ORD501311,CUST101392,560054,2025-01-05 23:51:25,1864.42,24.0,Home,12,27.7,0
ORD503131,CUST101811,560114,2025-01-06 00:59:36,288.97,20.7,Electronics,5,4.8,0
ORD505042,CUST100037,560111,2025-01-06 01:08:04,569.94,33.4,Grocery,23,12.3,0
ORD502506,CUST100570,560053,2025-01-06 01:17:49,836.07,24.5,Fashion,6,23.6,0
ORD500877,CUST100297,560083,2025-01-06 01:24:09,365.78,17.6,Fashion,23,9.2,0
ORD502155,CUST100236,560023,2025-01-06 01:29:43,513.35,28.7,Beauty,15,6.8,0
ORD506184,CUST101620,560035,2025-01-06 01:30:41,568.6,42.4,Grocery,12,16.0,0
ORD500124,CUST100571,560003,2025-01-06 02:02:24,277.65,23.4,Other,1,14.1,0
ORD504944,CUST100048,560100,2025-01-06 02:18:03,356.73,27.1,Electronics,7,3.0,0
ORD503921,CUST100504,560112,2025-01-06 02:28:48,619.25,18.0,Fashion,0,5.5,0
ORD501016,CUST101300,560069,2025-01-06 04:14:30,630.27,19.3,Fashion,4,2.0,0
ORD507087,CUST101783,560108,2025-01-06 05:27:23,445.82,25.6,Fashion,19,12.3,1
ORD504389,CUST100374,560097,2025-01-06 06:34:00,817.24,14.1,Home,11,4.2,0
ORD502933,CUST101850,560074,2025-01-06 07:32:39,697.15,10.9,Home,9,20.7,0
ORD504443,CUST101592,560105,2025-01-06 08:14:08,518.02,4.6,Fashion,18,20.6,0
ORD501836,CUST101196,560102,2025-01-06 08:37:22,466.83,13.9,Fashion,4,14.5,1
ORD504317,CUST101726,560058,2025-01-06 09:04:27,813.31,10.6,Home,7,21.8,0
ORD504248,CUST101705,560045,2025-01-06 09:43:07,1564.77,6.9,Fashion,8,8.6,0
ORD507397,CUST100356,560039,2025-01-06 10:25:17,694.6,5.1,Fashion,21,11.6,1
ORD505101,CUST101377,560031,2025-01-06 11:33:03,658.2,59.2,Home,10,14.5,0
ORD500272,CUST101125,560032,2025-01-06 13:02:47,2936.89,25.3,Beauty,7,15.7,1
ORD500251,CUST101783,560102,2025-01-06 13:26:07,346.64,11.6,Electronics,17,15.2,1
ORD502421,CUST100057,560040,2025-01-06 13:27:38,1770.23,30.9,Home,12,8.4,0
ORD503701,CUST101405,560005,2025-01-06 13:59:10,775.53,23.7,Electronics,19,12.3,1
ORD505810,CUST100433,560104,2025-01-06 14:03:10,809.85,29.5,Beauty,0,26.5,1
ORD503783,CUST100573,560113,2025-01-06 15:14:16,309.37,6.2,Electronics,19,12.2,0
ORD500183,CUST101268,560051,2025-01-06 16:04:18,1139.19,23.3,Electronics,16,13.1,0
ORD507123,CUST101620,560040,2025-01-06 17:20:51,664.13,25.5,Beauty,17,4.0,0
ORD500091,CUST100876,560006,2025-01-06 17:23:50,1090.22,7.4,Electronics,10,14.6,0
ORD506156,CUST100146,560010,2025-01-06 18:05:19,524.81,4.9,Other,15,10.9,0
ORD502245,CUST101199,560006,2025-01-06 18:09:17,355.06,20.1,Fashion,17,2.8,0
ORD505937,CUST101834,560083,2025-01-06 18:14:28,476.17,27.2,Home,7,10.1,0
ORD505781,CUST101292,560063,2025-01-06 18:32:18,1134.8,22.2,Fashion,18,21.5,0
ORD506092,CUST100541,560021,2025-01-06 18:46:24,152.87,10.1,Fashion,4,17.0,0
ORD500465,CUST100361,560053,2025-01-06 19:56:24,411.83,15.8,Electronics,3,18.9,1
ORD504983,CUST100037,560038,2025-01-06 20:12:05,338.18,20.0,Electronics,18,18.1,1
ORD502906,CUST100454,560090,2025-01-06 20:31:18,985.1,30.3,Beauty,18,17.3,0
ORD504858,CUST100057,560019,2025-01-06 21:30:06,608.62,17.1,Fashion,20,6.0,0
ORD502060,CUST101118,560048,2025-01-06 21:38:20,389.04,37.2,Fashion,5,16.9,1
ORD507431,CUST101579,560057,2025-01-06 22:06:28,831.94,18.3,Fashion,23,13.2,0
ORD500560,CUST101459,560000,2025-01-06 22:22:37,1369.46,31.1,Grocery,16,12.6,0
ORD505267,CUST101921,560065,2025-01-06 22:50:52,1577.16,20.8,Electronics,2,20.8,0
ORD500422,CUST100376,560048,2025-01-07 00:45:47,263.38,6.1,Grocery,23,18.9,0
ORD505037,CUST101671,560006,2025-01-07 01:10:02,807.0,25.9,Fashion,11,8.7,0
ORD501520,CUST100602,560079,2025-01-07 01:21:28,692.93,18.3,Electronics,4,1.0,0
ORD505939,CUST100759,560102,2025-01-07 02:11:02,674.88,18.2,Home,23,6.9,1
ORD505887,CUST101386,560098,2025-01-07 02:14:11,413.81,35.4,Home,8,21.8,1
ORD500656,CUST101730,560030,2025-01-07 02:58:38,908.95,40.8,Fashion,21,5.8,0
ORD505727,CUST101505,560047,2025-01-07 03:04:51,474.72,4.1,Fashion,5,11.8,1
ORD506202,CUST101701,560106,2025-01-07 03:44:49,568.33,30.7,Other,13,18.7,0
ORD504400,CUST101496,560092,2025-01-07 03:53:40,1746.6,13.9,Electronics,3,8.5,0
ORD506669,CUST100640,560082,2025-01-07 04:16:13,601.65,8.3,Grocery,10,11.2,0
ORD500407,CUST101335,560014,2025-01-07 05:10:29,758.8,5.9,Fashion,16,18.1,0
ORD501709,CUST101192,560036,2025-01-07 05:36:35,1066.24,9.6,Electronics,19,18.3,0
ORD503043,CUST101974,560111,2025-01-07 05:38:38,751.1,18.6,Electronics,15,12.5,0
ORD507434,CUST101858,560028,2025-01-07 06:20:49,1037.29,27.3,Grocery,13,5.1,0
ORD505736,CUST101022,560042,2025-01-07 06:44:38,1250.22,52.3,Beauty,11,10.6,0
ORD504587,CUST100610,560097,2025-01-07 06:51:06,862.61,27.3,Fashion,1,4.1,1
ORD500162,CUST100322,560085,2025-01-07 07:26:20,657.46,33.4,Grocery,6,4.0,0
ORD506239,CUST101480,560019,2025-01-07 07:55:51,2002.02,8.4,Fashion,11,12.5,0
ORD501853,CUST101730,560025,2025-01-07 08:29:20,892.46,16.2,Fashion,12,14.2,0
ORD500527,CUST100274,560117,2025-01-07 08:41:26,224.36,12.2,Home,16,4.5,0
ORD501264,CUST100146,560034,2025-01-07 08:58:56,1362.36,13.5,Fashion,23,19.7,0
ORD502022,CUST101620,560105,2025-01-07 09:15:21,523.56,5.1,Other,13,18.6,0
ORD507546,CUST101543,560024,2025-01-07 09:17:21,444.91,13.8,Fashion,23,15.8,0
ORD504457,CUST101487,560072,2025-01-07 09:33:52,1312.54,25.4,Grocery,11,6.2,0
ORD502425,CUST100308,560099,2025-01-07 09:41:18,855.64,45.5,Electronics,0,14.2,0
ORD501542,CUST100064,560112,2025-01-07 09:54:42,682.42,3.5,Electronics,5,11.4,0
ORD502086,CUST101273,560051,2025-01-07 10:35:37,322.62,24.1,Fashion,22,10.3,0
ORD507622,CUST101185,560081,2025-01-07 11:05:52,388.84,16.2,Beauty,1,9.0,0
ORD506635,CUST100988,560014,2025-01-07 11:37:04,285.98,38.2,Electronics,17,16.4,1
ORD501805,CUST101089,560031,2025-01-07 11:38:12,334.76,17.6,Electronics,14,23.1,1
ORD505209,CUST100545,560105,2025-01-07 12:11:51,1163.71,36.6,Fashion,10,5.5,1
ORD506380,CUST101930,560116,2025-01-07 13:10:37,370.59,37.4,Electronics,21,12.4,0
ORD502597,CUST100753,560048,2025-01-07 13:36:15,450.1,22.5,Other,19,5.3,1
ORD504540,CUST101714,560017,2025-01-07 14:18:28,210.54,48.4,Grocery,17,27.9,0
ORD503451,CUST101657,560049,2025-01-07 15:00:46,296.13,14.6,Other,13,5.1,0
ORD504889,CUST101227,560092,2025-01-07 16:42:58,488.23,30.8,Fashion,21,17.2,0
ORD502472,CUST101435,560059,2025-01-07 16:53:07,427.35,21.6,Fashion,4,18.4,0
ORD500995,CUST100236,560004,2025-01-07 17:17:30,566.81,3.9,Fashion,12,13.5,1
ORD501872,CUST101339,560103,2025-01-07 17:43:00,264.96,15.3,Electronics,10,24.2,0
ORD502087,CUST101657,560084,2025-01-07 17:47:29,1820.33,8.5,Fashion,1,9.8,1
ORD504136,CUST100836,560108,2025-01-07 18:26:03,489.66,35.2,Other,4,23.7,0
