order_id,customer_id,delivery_pincode,_true_risk_affinity,_true_pincode_base_rate,is_returned
ORD501599,CUST101028,560034,0.39237675038966574,0.2969408870047299,0
ORD500861,CUST100182,560101,0.18723773115835693,0.2210289590416924,0
ORD501657,CUST100742,560119,0.1631917746791551,0.23009324809977014,0
ORD507720,CUST101639,560056,0.16882341312566285,0.1311151942786954,0
ORD500696,CUST101026,560044,0.17601086434245247,0.24271947144386585,0
ORD501374,CUST101458,560047,0.0894720664531702,0.2140654816693931,0
ORD504588,CUST100541,560040,0.16757657415686808,0.13792726590918689,0
ORD505488,CUST101974,560077,0.34912978504838177,0.48289222403515625,1
ORD507959,CUST101312,560055,0.2806836874022699,0.24304583988795897,0
ORD505765,CUST101441,560093,0.1714778898070714,0.1005035939480502,0
ORD505697,CUST101405,560058,0.10805585097920675,0.20486674986456038,0
ORD505584,CUST100398,560004,0.11565315745837781,0.19762853761721605,0
ORD501693,CUST101693,560035,0.21089802743849947,0.44644714587366313,0
ORD507151,CUST100742,560094,0.1631917746791551,0.3010387326878104,0
ORD503667,CUST101752,560009,0.16591709371485674,0.26522522319557623,1
ORD506569,CUST101921,560110,0.25497745155204904,0.4429461963712056,0
ORD500974,CUST100194,560057,0.36187966998918064,0.06751530873316719,0
ORD500530,CUST100089,560101,0.2779937156072131,0.2210289590416924,1
ORD507186,CUST101929,560074,0.32197007802918726,0.07273808090514074,0
ORD504515,CUST100474,560079,0.40080141861945334,0.17876544501708239,0
ORD504707,CUST100684,560117,0.44186887226166205,0.07519208933625972,1
ORD503251,CUST100440,560022,0.3049431715733594,0.12028576980936151,0
ORD501242,CUST101035,560027,0.15300387400549803,0.3964081708913591,0
ORD505532,CUST101968,560065,0.11744459089058115,0.12481245587380058,1
ORD506460,CUST100772,560014,0.11715758970115171,0.32405610103166854,0
ORD503516,CUST101804,560100,0.23198383898700856,0.3742111996543805,0
ORD506725,CUST100455,560100,0.28099909876364537,0.3742111996543805,1
ORD504197,CUST100047,560095,0.5115239173587337,0.1770255930012656,1
ORD504633,CUST100101,560006,0.28803227133965226,0.0359397910518748,0
ORD505657,CUST100541,560072,0.16757657415686808,0.0983469859236676,1
ORD501825,CUST101884,560049,0.47645555276211093,0.10008282781565703,0
ORD505433,CUST100151,560111,0.14720873128711998,0.1318273625407665,1
ORD500201,CUST101833,560006,0.15774023097194656,0.0359397910518748,0
ORD506087,CUST101106,560053,0.1941016350133047,0.2746954160023574,0
ORD507132,CUST101819,560074,0.1665935345577435,0.07273808090514074,0
ORD500496,CUST101467,560003,0.16625647957893838,0.21762362723276713,0
ORD504012,CUST100380,560108,0.1720539793002365,0.3345971676330574,0
ORD504377,CUST101061,560052,0.2549543426849578,0.10086571587923499,0
ORD500087,CUST101265,560114,0.12254366674898377,0.11153289416689233,0
ORD506256,CUST100532,560034,0.11716756530475335,0.2969408870047299,0
ORD500772,CUST100534,560092,0.6645072620284929,0.4652541447815074,1
ORD501529,CUST100343,560069,0.32801543383093573,0.11654125384957931,0
ORD501367,CUST101258,560097,0.08993275694608767,0.2209193286304174,0
ORD500872,CUST100152,560111,0.2072500016580332,0.1318273625407665,0
ORD503999,CUST101007,560053,0.3070825401363213,0.2746954160023574,0
ORD507461,CUST100207,560015,0.30789316130355804,0.2930958901877522,0
ORD502661,CUST100414,560053,0.22490754943212576,0.2746954160023574,1
ORD500517,CUST100089,560056,0.2779937156072131,0.1311151942786954,0
ORD501856,CUST101239,560058,0.37912574798973386,0.20486674986456038,0
ORD506145,CUST100551,560095,0.5069207836417344,0.1770255930012656,0
ORD507495,CUST101480,560027,0.31237461897038005,0.3964081708913591,0
ORD500511,CUST101058,560097,0.0942455998445827,0.2209193286304174,0
ORD506678,CUST100231,560079,0.45454338905514596,0.17876544501708239,1
ORD501291,CUST101019,560088,0.6232471313126572,0.14077625183446615,1
ORD507748,CUST101731,560092,0.10231308702415857,0.4652541447815074,0
ORD503319,CUST100742,560116,0.1631917746791551,0.21263077921125112,0
ORD502921,CUST100243,560064,0.14258967185168278,0.4107390138477389,0
ORD504631,CUST100569,560073,0.24797209991031588,0.40608187581223554,1
ORD501544,CUST101916,560010,0.24230976527158388,0.26331848167006455,0
ORD504365,CUST100046,560071,0.3900564499123696,0.2846659660343278,1
ORD500001,CUST100747,560038,0.06106742004116383,0.4922123466288645,0
ORD505151,CUST100204,560004,0.23310699843617838,0.19762853761721605,0
ORD502412,CUST101463,560014,0.31218816463367893,0.32405610103166854,1
ORD504381,CUST100837,560055,0.004945139284766755,0.24304583988795897,0
ORD505499,CUST100988,560069,0.13672265930414002,0.11654125384957931,0
ORD500547,CUST100550,560080,0.24986565117884016,0.35705055052060225,1
ORD501777,CUST101477,560084,0.1869156754887675,0.3632584085729479,0
ORD507595,CUST101959,560052,0.23676533290086588,0.10086571587923499,0
ORD503724,CUST101273,560021,0.2185557515336479,0.07930465192162388,0
ORD500071,CUST101875,560065,0.20866604375382167,0.12481245587380058,0
ORD506781,CUST101637,560073,0.24806500572124585,0.40608187581223554,1
ORD501065,CUST101467,560005,0.16625647957893838,0.3717167319646953,0
ORD506515,CUST100403,560045,0.20115272590154482,0.2009380398079108,0
ORD507731,CUST100835,560075,0.33694071508209505,0.04994448821558866,0
ORD504155,CUST101669,560119,0.460372672724603,0.23009324809977014,1
ORD506982,CUST101390,560042,0.08909689827440144,0.20272897456368089,1
ORD501231,CUST100663,560023,0.24008664330811114,0.028472335602004763,0
ORD501082,CUST101561,560017,0.09845495808053623,0.14572183941573405,0
ORD500188,CUST101117,560067,0.1403338536758354,0.2626412720928802,1
ORD502042,CUST100203,560042,0.18766250228601905,0.20272897456368089,0
ORD504096,CUST101777,560085,0.26223243156670895,0.24590610537959195,0
ORD502149,CUST100465,560075,0.06840185073953457,0.04994448821558866,0
ORD505837,CUST100632,560014,0.04287065580036544,0.32405610103166854,0
ORD506003,CUST101261,560113,0.1063774454507707,0.05073967111486112,0
ORD504902,CUST100059,560066,0.04047509547806022,0.44863880467564937,1
ORD507150,CUST101684,560079,0.10106250269992674,0.17876544501708239,0
ORD500062,CUST100206,560002,0.17068626302318904,0.06816617099651445,0
ORD502233,CUST100774,560022,0.22369831123924852,0.12028576980936151,0
ORD504955,CUST101563,560087,0.137710686372486,0.2319307941510612,0
ORD506972,CUST101904,560019,0.3984682555788554,0.048751952975078075,1
ORD506514,CUST101990,560067,0.25756979532098145,0.2626412720928802,1
ORD503490,CUST101541,560105,0.14437126701762237,0.2610606417315302,0
ORD500212,CUST100759,560008,0.14931459557255047,0.3291430834854005,0
ORD502075,CUST100524,560019,0.15250618963621082,0.048751952975078075,0
ORD502744,CUST100523,560106,0.32711616961778794,0.19267676572383044,1
ORD505625,CUST100918,560013,0.3490767652545195,0.18703349260237212,0
ORD503970,CUST101061,560040,0.2549543426849578,0.13792726590918689,0
ORD501213,CUST100891,560077,0.2817392455595164,0.48289222403515625,0
ORD501685,CUST100014,560025,0.23564858214539242,0.12731929297945457,0
ORD500461,CUST100194,560063,0.36187966998918064,0.19220896367361404,0
ORD502852,CUST100068,560050,0.14171274321107463,0.39804978962446785,0
ORD501632,CUST101786,560021,0.24032215738837232,0.07930465192162388,0
ORD504687,CUST100773,560086,0.11196771943925697,0.007482278722774853,0
ORD506060,CUST100872,560053,0.3932300760602047,0.2746954160023574,1
ORD506813,CUST100271,560109,0.13977477266415714,0.5252484997618413,0
ORD501887,CUST101161,560106,0.16621613591190618,0.19267676572383044,0
ORD505405,CUST101993,560004,0.2462361788239545,0.19762853761721605,0
ORD502787,CUST100204,560081,0.23310699843617838,0.1954421444622332,0
ORD503514,CUST101405,560016,0.10805585097920675,0.21649401012539535,0
ORD505322,CUST101013,560078,0.12990699426254682,0.14596790446960203,0
ORD506496,CUST101034,560108,0.027652087411864836,0.3345971676330574,0
ORD503002,CUST101087,560005,0.14969822486595233,0.3717167319646953,0
ORD507886,CUST100774,560102,0.22369831123924852,0.3116574064541478,0
ORD502747,CUST101730,560044,0.20257060460374818,0.24271947144386585,0
ORD502645,CUST100045,560098,0.14992661347758604,0.20695366556821226,0
ORD503264,CUST101330,560080,0.39167286645505683,0.35705055052060225,1
ORD503434,CUST101207,560011,0.5611873074821642,0.26287102465088363,1
ORD504362,CUST101239,560073,0.37912574798973386,0.40608187581223554,0
ORD501655,CUST100103,560070,0.22105476487542694,0.20224062701049086,0
ORD506235,CUST100177,560099,0.07820534188507672,0.15847855826528787,0
ORD502896,CUST101488,560110,0.04641629345391304,0.4429461963712056,0
ORD507039,CUST100572,560031,0.19283338499564623,0.1918817018934806,1
ORD501329,CUST101932,560092,0.14067576683333718,0.4652541447815074,0
ORD500837,CUST100131,560080,0.46001324343588723,0.35705055052060225,0
ORD502934,CUST100410,560115,0.34134778732339127,0.23129979364443987,1
ORD504386,CUST100980,560050,0.22141041762290936,0.39804978962446785,1
ORD504511,CUST100240,560097,0.16482652189748134,0.2209193286304174,0
ORD506810,CUST101084,560004,0.1018175796945336,0.19762853761721605,0
ORD505626,CUST100617,560118,0.4600954461872477,0.21889163644714124,0
ORD505068,CUST101633,560106,0.5594111463404374,0.19267676572383044,0
ORD504907,CUST100296,560082,0.2216976101384966,0.4036521734896382,0
ORD506583,CUST101417,560064,0.3312490089029119,0.4107390138477389,0
ORD500798,CUST100989,560051,0.05355460713855942,0.06321104945248114,0
ORD502409,CUST100306,560014,0.3016559281489719,0.32405610103166854,0
ORD501597,CUST100975,560093,0.24375656389178965,0.1005035939480502,0
ORD503327,CUST101183,560072,0.5778690550660062,0.0983469859236676,1
ORD506987,CUST101372,560048,0.6044293074191073,0.48509059761807705,0
ORD501379,CUST101429,560076,0.06293286811999019,0.1112464586243946,0
ORD501976,CUST100307,560095,0.2923331864352393,0.1770255930012656,0
ORD503652,CUST101335,560063,0.2437877142910798,0.19220896367361404,0
ORD507222,CUST101011,560043,0.28896455871257465,0.10924789759182774,0
ORD504258,CUST101154,560080,0.08618414001595866,0.35705055052060225,0
ORD504879,CUST100404,560097,0.06133481491675551,0.2209193286304174,0
ORD504776,CUST100324,560043,0.372235180820969,0.10924789759182774,0
ORD507686,CUST101298,560048,0.23476857957985725,0.48509059761807705,1
ORD504494,CUST100515,560029,0.1354858514772503,0.13120234612701753,0
ORD501029,CUST101495,560068,0.14408399009348308,0.12357375658063682,0
ORD502985,CUST101479,560013,0.29635193170568336,0.18703349260237212,0
ORD502639,CUST101467,560117,0.16625647957893838,0.07519208933625972,0
ORD500737,CUST100045,560079,0.14992661347758604,0.17876544501708239,0
ORD501559,CUST100064,560018,0.1683531119228636,0.15888837338663903,0
ORD501528,CUST101013,560079,0.12990699426254682,0.17876544501708239,0
ORD500483,CUST101265,560084,0.12254366674898377,0.3632584085729479,0
ORD502127,CUST101754,560072,0.29613475476055007,0.0983469859236676,0
ORD501074,CUST101869,560070,0.15014274497728494,0.20224062701049086,0
ORD506595,CUST101659,560058,0.35999575520451765,0.20486674986456038,0
ORD505866,CUST101228,560004,0.6024628659946172,0.19762853761721605,0
ORD500946,CUST101666,560010,0.22460217308535657,0.26331848167006455,0
ORD507733,CUST101511,560030,0.28057291959922925,0.07698134180032012,1
ORD504049,CUST101765,560030,0.16722270690239616,0.07698134180032012,0
ORD505493,CUST101696,560071,0.050494979618445665,0.2846659660343278,0
ORD507472,CUST100318,560116,0.2709409123393363,0.21263077921125112,0
ORD502576,CUST100355,560037,0.08621449582989908,0.20052614877754213,0
ORD505012,CUST100094,560101,0.3378139318232394,0.2210289590416924,1
ORD503426,CUST100206,560079,0.17068626302318904,0.17876544501708239,0
ORD501410,CUST100395,560110,0.26234867347983615,0.4429461963712056,0
ORD506192,CUST101780,560095,0.37962305713471345,0.1770255930012656,0
ORD500950,CUST101182,560041,0.2858027617189823,0.1311386209542706,0
ORD501811,CUST100766,560018,0.4266016702389298,0.15888837338663903,0
ORD501802,CUST100633,560093,0.22490603406589493,0.1005035939480502,0
ORD507261,CUST100610,560071,0.34213038061806744,0.2846659660343278,0
ORD505108,CUST100604,560028,0.37339241588022004,0.033656118245986556,0
ORD507756,CUST100651,560005,0.22367316697863052,0.3717167319646953,0
ORD507808,CUST100255,560032,0.10073875282927403,0.2652671681157216,0
ORD501311,CUST101392,560054,0.4306838512451184,0.10632638057233394,0
ORD503131,CUST101811,560114,0.1925519667542777,0.11153289416689233,0
ORD505042,CUST100037,560111,0.36643236650295463,0.1318273625407665,0
ORD502506,CUST100570,560053,0.20370978877684995,0.2746954160023574,0
ORD500877,CUST100297,560083,0.46818673352621776,0.09761538384380626,0
ORD502155,CUST100236,560023,0.3408921063238981,0.028472335602004763,0
ORD506184,CUST101620,560035,0.2229674740875284,0.44644714587366313,0
ORD500124,CUST100571,560003,0.20459557629689876,0.21762362723276713,0
ORD504944,CUST100048,560100,0.07638737713356161,0.3742111996543805,0
ORD503921,CUST100504,560112,0.13254072284680365,0.10046769389686781,0
ORD501016,CUST101300,560069,0.25477385091470894,0.11654125384957931,0
ORD507087,CUST101783,560108,0.13443385430935925,0.3345971676330574,1
ORD504389,CUST100374,560097,0.32003705418313455,0.2209193286304174,0
ORD502933,CUST101850,560074,0.233641088810736,0.07273808090514074,0
ORD504443,CUST101592,560105,0.06097123207784671,0.2610606417315302,0
ORD501836,CUST101196,560102,0.43711783292830275,0.3116574064541478,1
ORD504317,CUST101726,560058,0.10254350426850807,0.20486674986456038,0
ORD504248,CUST101705,560045,0.4885772979702219,0.2009380398079108,0
ORD507397,CUST100356,560039,0.24733755276936278,0.08257987664945507,1
ORD505101,CUST101377,560031,0.15168052257429876,0.1918817018934806,0
ORD500272,CUST101125,560032,0.3282776363453346,0.2652671681157216,1
ORD500251,CUST101783,560102,0.13443385430935925,0.3116574064541478,1
ORD502421,CUST100057,560040,0.21714365268202862,0.13792726590918689,0
ORD503701,CUST101405,560005,0.10805585097920675,0.3717167319646953,1
ORD505810,CUST100433,560104,0.360977463801103,0.1241972485306535,1
ORD503783,CUST100573,560113,0.158432901455159,0.05073967111486112,0
ORD500183,CUST101268,560051,0.3633623231742147,0.06321104945248114,0
ORD507123,CUST101620,560040,0.2229674740875284,0.13792726590918689,0
ORD500091,CUST100876,560006,0.13027054687992426,0.0359397910518748,0
ORD506156,CUST100146,560010,0.443593609971502,0.26331848167006455,0
ORD502245,CUST101199,560006,0.3902154867000258,0.0359397910518748,0
ORD505937,CUST101834,560083,0.31670530758886617,0.09761538384380626,0
ORD505781,CUST101292,560063,0.37264010089287714,0.19220896367361404,0
ORD506092,CUST100541,560021,0.16757657415686808,0.07930465192162388,0
ORD500465,CUST100361,560053,0.3522819979765525,0.2746954160023574,1
ORD504983,CUST100037,560038,0.36643236650295463,0.4922123466288645,1
ORD502906,CUST100454,560090,0.3858310964520147,0.0937263908731933,0
ORD504858,CUST100057,560019,0.21714365268202862,0.048751952975078075,0
ORD502060,CUST101118,560048,0.20566279538085244,0.48509059761807705,1
ORD507431,CUST101579,560057,0.48168131853356183,0.06751530873316719,0
ORD500560,CUST101459,560000,0.15080042837673704,0.0499470929340503,0
ORD505267,CUST101921,560065,0.25497745155204904,0.12481245587380058,0
ORD500422,CUST100376,560048,0.11496764830095485,0.48509059761807705,0
ORD505037,CUST101671,560006,0.46523118529069846,0.0359397910518748,0
ORD501520,CUST100602,560079,0.02235684262044825,0.17876544501708239,0
ORD505939,CUST100759,560102,0.14931459557255047,0.3116574064541478,1
ORD505887,CUST101386,560098,0.31808045930326007,0.20695366556821226,1
ORD500656,CUST101730,560030,0.20257060460374818,0.07698134180032012,0
ORD505727,CUST101505,560047,0.327820315683397,0.2140654816693931,1
ORD506202,CUST101701,560106,0.3061840886816502,0.19267676572383044,0
ORD504400,CUST101496,560092,0.014481848169528367,0.4652541447815074,0
ORD506669,CUST100640,560082,0.2426758876131097,0.4036521734896382,0
ORD500407,CUST101335,560014,0.2437877142910798,0.32405610103166854,0
ORD501709,CUST101192,560036,0.05875192265508402,0.033224141114804616,0
ORD503043,CUST101974,560111,0.34912978504838177,0.1318273625407665,0
ORD507434,CUST101858,560028,0.43879665490804126,0.033656118245986556,0
ORD505736,CUST101022,560042,0.14866291869075507,0.20272897456368089,0
ORD504587,CUST100610,560097,0.34213038061806744,0.2209193286304174,1
ORD500162,CUST100322,560085,0.31722889959077977,0.24590610537959195,0
ORD506239,CUST101480,560019,0.31237461897038005,0.048751952975078075,0
ORD501853,CUST101730,560025,0.20257060460374818,0.12731929297945457,0
ORD500527,CUST100274,560117,0.11488476521704623,0.07519208933625972,0
ORD501264,CUST100146,560034,0.443593609971502,0.2969408870047299,0
ORD502022,CUST101620,560105,0.2229674740875284,0.2610606417315302,0
ORD507546,CUST101543,560024,0.4487444125680534,0.08499988471741125,0
ORD504457,CUST101487,560072,0.2604012890461884,0.0983469859236676,0
ORD502425,CUST100308,560099,0.12605441282590366,0.15847855826528787,0
ORD501542,CUST100064,560112,0.1683531119228636,0.10046769389686781,0
ORD502086,CUST101273,560051,0.2185557515336479,0.06321104945248114,0
ORD507622,CUST101185,560081,0.19832760375253347,0.1954421444622332,0
ORD506635,CUST100988,560014,0.13672265930414002,0.32405610103166854,1
ORD501805,CUST101089,560031,0.30217144256017153,0.1918817018934806,1
ORD505209,CUST100545,560105,0.43544254381347786,0.2610606417315302,1
ORD506380,CUST101930,560116,0.10390544432784944,0.21263077921125112,0
ORD502597,CUST100753,560048,0.5243767189229487,0.48509059761807705,1
ORD504540,CUST101714,560017,0.13940452811239296,0.14572183941573405,0
ORD503451,CUST101657,560049,0.1638237871995477,0.10008282781565703,0
ORD504889,CUST101227,560092,0.11503655846878144,0.4652541447815074,0
ORD502472,CUST101435,560059,0.03298639032249153,0.06343485879816538,0
ORD500995,CUST100236,560004,0.3408921063238981,0.19762853761721605,1
ORD501872,CUST101339,560103,0.22935615168350634,0.2331908497366693,0
ORD502087,CUST101657,560084,0.1638237871995477,0.3632584085729479,1
ORD504136,CUST100836,560108,0.36457848331947124,0.3345971676330574,0
ORD506841,CUST100820,560014,0.49413920814343104,0.32405610103166854,0
ORD500080,CUST100524,560035,0.15250618963621082,0.44644714587366313,1
ORD503022,CUST100906,560073,0.32608688428099614,0.40608187581223554,0
ORD505362,CUST101373,560043,0.20763196458988345,0.10924789759182774,0
ORD506388,CUST100656,560111,0.15600093316577332,0.1318273625407665,0
ORD502394,CUST100684,560118,0.44186887226166205,0.21889163644714124,0
ORD505775,CUST101516,560048,0.14480130003921363,0.48509059761807705,0
ORD507531,CUST101335,560087,0.2437877142910798,0.2319307941510612,0
ORD505381,CUST101592,560115,0.06097123207784671,0.23129979364443987,0
ORD507888,CUST100876,560061,0.13027054687992426,0.14659676401055344,0
ORD500748,CUST101908,560018,0.43661560704241464,0.15888837338663903,1
ORD502774,CUST101482,560104,0.17602747534132004,0.1241972485306535,0
ORD504873,CUST100806,560005,0.358708526272273,0.3717167319646953,1
ORD505801,CUST100224,560106,0.14508620262612762,0.19267676572383044,0
ORD504710,CUST101843,560094,0.0432952187308296,0.3010387326878104,0
ORD505491,CUST101811,560030,0.1925519667542777,0.07698134180032012,0
ORD507691,CUST101015,560098,0.27131363461829233,0.20695366556821226,0
ORD504182,CUST100948,560093,0.5927907795530653,0.1005035939480502,0
ORD504023,CUST101062,560091,0.41201621260086296,0.363756533272939,0
ORD505100,CUST101893,560032,0.5724355175123372,0.2652671681157216,0
ORD502378,CUST101087,560052,0.14969822486595233,0.10086571587923499,0
ORD505360,CUST100798,560011,0.29584822305361935,0.26287102465088363,0
ORD503746,CUST100997,560049,0.17268896478830423,0.10008282781565703,0
ORD500438,CUST100861,560019,0.3626697249106457,0.048751952975078075,1
ORD500973,CUST100103,560036,0.22105476487542694,0.033224141114804616,1
ORD503520,CUST100834,560087,0.3606103729463374,0.2319307941510612,0
ORD507669,CUST100906,560016,0.32608688428099614,0.21649401012539535,1
ORD505074,CUST100640,560025,0.2426758876131097,0.12731929297945457,0
ORD506872,CUST100057,560096,0.21714365268202862,0.13143597660081374,0
ORD506099,CUST100794,560054,0.09880204662638824,0.10632638057233394,0
ORD507967,CUST100872,560085,0.3932300760602047,0.24590610537959195,1
ORD501096,CUST100530,560054,0.48914444803003615,0.10632638057233394,1
ORD501235,CUST100626,560001,0.2434169799043869,0.4276493248809966,1
ORD505515,CUST100139,560028,0.25703386186733934,0.033656118245986556,0
ORD505131,CUST101826,560115,0.11251270016100487,0.23129979364443987,0
ORD501762,CUST101462,560116,0.3125179502823467,0.21263077921125112,0
ORD503309,CUST101876,560016,0.25977387407984437,0.21649401012539535,0
ORD503301,CUST100596,560046,0.2135570560405219,0.30307755392063607,0
ORD505961,CUST101875,560054,0.20866604375382167,0.10632638057233394,0
ORD501169,CUST101608,560069,0.17874359530435505,0.11654125384957931,0
ORD500534,CUST101918,560074,0.5175305503664878,0.07273808090514074,0
ORD502219,CUST100807,560076,0.2451703788287927,0.1112464586243946,0
ORD501668,CUST101055,560102,0.07203533156178242,0.3116574064541478,0
ORD507127,CUST101183,560010,0.5778690550660062,0.26331848167006455,1
ORD507573,CUST100635,560091,0.30707185083804733,0.363756533272939,0
ORD504962,CUST101811,560011,0.1925519667542777,0.26287102465088363,0
ORD504017,CUST101592,560019,0.06097123207784671,0.048751952975078075,1
ORD506806,CUST101227,560104,0.11503655846878144,0.1241972485306535,0
ORD500115,CUST101431,560119,0.218617277433771,0.23009324809977014,0
ORD501224,CUST101494,560047,0.2134341407978907,0.2140654816693931,0
ORD501606,CUST101587,560048,0.22811637086575837,0.48509059761807705,0
ORD506375,CUST101556,560002,0.22829920586186425,0.06816617099651445,0
ORD501168,CUST101209,560057,0.01997628607250876,0.06751530873316719,0
ORD502698,CUST100658,560119,0.2971102685881172,0.23009324809977014,0
ORD503948,CUST100447,560001,0.5866676553486984,0.4276493248809966,1
ORD504503,CUST101589,560013,0.37009554759082086,0.18703349260237212,1
ORD501350,CUST100141,560000,0.10315842761541319,0.0499470929340503,0
ORD506532,CUST100011,560035,0.2916477929418046,0.44644714587366313,0
ORD501295,CUST100308,560107,0.12605441282590366,0.4249338442310718,0
ORD500284,CUST101933,560010,0.2704109598082824,0.26331848167006455,0
ORD503625,CUST101139,560011,0.23322461400002217,0.26287102465088363,0
ORD503851,CUST100901,560029,0.18779275691082997,0.13120234612701753,0
ORD506824,CUST101747,560090,0.1511299192506436,0.0937263908731933,0
ORD503606,CUST100678,560004,0.3927228897844673,0.19762853761721605,0
ORD500764,CUST100935,560100,0.48051431524057286,0.3742111996543805,1
ORD506047,CUST101122,560112,0.031070089624300228,0.10046769389686781,0
ORD502791,CUST101183,560030,0.5778690550660062,0.07698134180032012,0
ORD502632,CUST100047,560033,0.5115239173587337,0.2000167013897961,1
ORD503100,CUST101008,560117,0.21766848354063473,0.07519208933625972,0
ORD502955,CUST100433,560048,0.360977463801103,0.48509059761807705,1
ORD501097,CUST101705,560082,0.4885772979702219,0.4036521734896382,0
ORD502656,CUST100124,560053,0.2301005659589465,0.2746954160023574,0
ORD507505,CUST100924,560083,0.16110498237076418,0.09761538384380626,0
ORD500661,CUST101967,560106,0.26408118652298557,0.19267676572383044,0
ORD505427,CUST100143,560011,0.37075169622686466,0.26287102465088363,1
ORD504303,CUST101628,560080,0.5060698046512045,0.35705055052060225,1
ORD502986,CUST101677,560087,0.3461736398572702,0.2319307941510612,0
ORD503855,CUST101826,560101,0.11251270016100487,0.2210289590416924,0
ORD504728,CUST101749,560048,0.08901478934350472,0.48509059761807705,0
ORD505039,CUST101981,560118,0.2900814919469702,0.21889163644714124,0
ORD500498,CUST100886,560097,0.2931625922073719,0.2209193286304174,0
ORD506041,CUST100062,560056,0.03745152246394023,0.1311151942786954,0
ORD502191,CUST101183,560036,0.5778690550660062,0.033224141114804616,0
ORD500403,CUST100557,560119,0.29966387224425906,0.23009324809977014,0
ORD504641,CUST101717,560086,0.4059438794550481,0.007482278722774853,0
ORD503935,CUST100918,560100,0.3490767652545195,0.3742111996543805,0
ORD505144,CUST100557,560097,0.29966387224425906,0.2209193286304174,0
ORD506289,CUST100524,560088,0.15250618963621082,0.14077625183446615,0
ORD504841,CUST100918,560119,0.3490767652545195,0.23009324809977014,0
ORD501263,CUST100696,560075,0.1273977253721659,0.04994448821558866,0
ORD502392,CUST101268,560049,0.3633623231742147,0.10008282781565703,0
ORD507802,CUST101429,560032,0.06293286811999019,0.2652671681157216,0
ORD506896,CUST101998,560045,0.055224922653398546,0.2009380398079108,0
ORD500020,CUST101858,560037,0.43879665490804126,0.20052614877754213,1
ORD505573,CUST101505,560094,0.327820315683397,0.3010387326878104,0
ORD503447,CUST100314,560068,0.4117868133302571,0.12357375658063682,0
ORD506147,CUST100515,560006,0.1354858514772503,0.0359397910518748,0
ORD506794,CUST100374,560068,0.32003705418313455,0.12357375658063682,0
ORD505589,CUST101246,560077,0.32724707914173723,0.48289222403515625,1
ORD503457,CUST101543,560086,0.4487444125680534,0.007482278722774853,1
ORD501429,CUST101989,560087,0.2402731156078704,0.2319307941510612,0
ORD503655,CUST101774,560016,0.05265299103232271,0.21649401012539535,1
ORD502194,CUST100949,560050,0.21962670394386594,0.39804978962446785,0
ORD501357,CUST100764,560057,0.19812356172535447,0.06751530873316719,0
ORD507106,CUST101481,560102,0.7211015611648152,0.3116574064541478,1
ORD504071,CUST100007,560108,0.130383422505818,0.3345971676330574,0
ORD501673,CUST101551,560104,0.2522211494965068,0.1241972485306535,0
ORD507000,CUST100928,560005,0.25199964349216575,0.3717167319646953,0
ORD506374,CUST100126,560095,0.10300308681977859,0.1770255930012656,0
ORD504152,CUST101995,560009,0.07807759993705618,0.26522522319557623,0
ORD505487,CUST100879,560093,0.10017523767782194,0.1005035939480502,0
ORD507363,CUST101265,560012,0.12254366674898377,0.08031914452505755,0
ORD500830,CUST100890,560085,0.23933857329957384,0.24590610537959195,0
